0 ; 0.0
1 ; 1.84147098481
2 ; 2.90929742683
3 ; 3.14112000806
4 ; 3.24319750469
5 ; 4.04107572534
6 ; 5.7205845018
7 ; 7.65698659872
8 ; 8.98935824662
9 ; 9.41211848524
10 ; 9.45597888911
11 ; 10.0000097934
12 ; 11.463427082
13 ; 13.4201670368
14 ; 14.9906073557
15 ; 15.6502878402
16 ; 15.7120966833
17 ; 16.0386025081
18 ; 17.2490127532
19 ; 19.1498772097
20 ; 20.9129452507
21 ; 21.8366556385
22 ; 21.9911486907
23 ; 22.1537795958
24 ; 23.094421638
25 ; 24.8676482499
26 ; 26.7625584505
27 ; 27.9563759284
28 ; 28.2709057883
29 ; 28.3363661158
30 ; 29.0119683759
31 ; 30.5959623547
32 ; 32.5514266812
33 ; 33.9999118601
34 ; 34.5290826861
35 ; 34.5718173305
36 ; 35.0082211466
37 ; 36.3564618666
38 ; 38.2963685787
39 ; 39.9637953863
40 ; 40.7451131605
41 ; 40.8413773312
42 ; 41.0834784521
43 ; 42.1682252574
44 ; 44.0177019251
45 ; 45.8509035245
46 ; 46.9017883476
47 ; 47.1235731227
48 ; 47.2317453387
49 ; 48.0462473472
